,Focal_variable,term,estimate,std.error,statistic,p.value,conf.low,conf.high
44,EMT2,Age,1.01037996564554,0.00776416948813128,1.3300152362162,0.183513251331585,0.995120912753943,1.02587299884261
45,EMT2,GenderMALE,1.03645681002177,0.154968408480206,0.231066340030605,0.817263264308926,0.764965521279013,1.40430214063031
46,EMT2,Stage_ajccStage II,2.18463347312035,0.188427842087562,4.14720064170592,3.36565099714666e-05,1.51004021578832,3.16059358020894
47,EMT2,Stage_ajccStage III,3.16642060654759,0.196300343972872,5.87162396354803,4.3154672325662e-09,2.15514972561145,4.65221480364877
48,EMT2,Stage_ajccStage IV,3.70277112331421,0.286202003537844,4.57397738447134,4.78551517651102e-06,2.11305733428845,6.4884723046412
49,EMT3,EMT3,7.16110497311409,1.48339574770933,1.32713357036347,0.184464502147153,0.391121140234216,131.113916279878
50,EMT3,Age,1.00914522343404,0.00782203864441182,1.16384736895065,0.244485871727318,0.9937920942345,1.0247355436694
51,EMT3,GenderMALE,1.02231355654223,0.154430178182609,0.142901159465291,0.886368242851205,0.755323355609813,1.38367892390438
52,EMT3,Stage_ajccStage II,2.21805179477727,0.187801533289532,4.24186760736385,2.21667446370814e-05,1.53502243901825,3.20500446069126
53,EMT3,Stage_ajccStage III,3.30244214664737,0.195002578167196,6.12639202230886,8.98941621417768e-10,2.25345413264767,4.83973646232545
54,EMT3,Stage_ajccStage IV,3.75907230410196,0.287437345523615,4.60682030344692,4.08873046017309e-06,2.13999898404644,6.60309873640562
55,WNT_target,WNT_target,7.02714718307884,2.31926980025334,0.840687365110597,0.400523100682319,0.0745783922708425,662.132771021922
56,WNT_target,Age,1.00996959229521,0.007767553221749,1.27713624591205,0.201554150320159,0.994710140046053,1.0254631337263
57,WNT_target,GenderMALE,1.00307060022873,0.153691205298694,0.0199484125210151,0.984084525209073,0.742180108411317,1.35566908576539
58,WNT_target,Stage_ajccStage II,2.24420631719469,0.187739876904402,4.30570179586594,1.66457169010112e-05,1.55331060587013,3.24240494792428
59,WNT_target,Stage_ajccStage III,3.22403898262653,0.19633456761825,5.9624493544756,2.48484681253407e-09,2.19421913154012,4.73718746322283
60,WNT_target,Stage_ajccStage IV,3.57278826592177,0.287547472235591,4.42829946623336,9.49789684730295e-06,2.03351053767553,6.27723129858945
61,FGFR3_related,FGFR3_related,0.687540578905822,0.825375283929032,-0.453895863632922,0.649903780865907,0.13637589697927,3.46624336200706
62,FGFR3_related,Age,1.01059842053965,0.0078055680923405,1.35065774278705,0.176805094579848,0.995255310412009,1.02617806397279
63,FGFR3_related,GenderMALE,0.991746167834574,0.154603331868268,-0.0536087000117981,0.957246924874532,0.732490398526373,1.34276225789893
64,FGFR3_related,Stage_ajccStage II,2.25410409803054,0.187717893201513,4.32964905143957,1.49347158134945e-05,1.56022850532875,3.25656483483325
65,FGFR3_related,Stage_ajccStage III,3.30596703975009,0.19527181535457,6.12340817004439,9.159465396156e-10,2.25466928628115,4.84745950743887
66,FGFR3_related,Stage_ajccStage IV,3.64973543513644,0.286434877026256,4.51989190312325,6.18712144472509e-06,2.08184108359636,6.39845608363126
67,Cell_cycle,Cell_cycle,70159.9419467604,3.58094591003221,3.1160852690748,0.00183269270442655,62.803310393421,78378311.9573972
68,Cell_cycle,Age,1.01469913609973,0.00788255808507984,1.85119484818568,0.0641415266592134,0.999142988409207,1.03049748509054
69,Cell_cycle,GenderMALE,0.969336534718059,0.153150882406618,-0.203351269326062,0.838860485418724,0.717979946454336,1.30869019696078
70,Cell_cycle,Stage_ajccStage II,2.11533714231178,0.188707592330199,3.97023880116043,7.18006314416836e-05,1.46134043482977,3.06201834904063
71,Cell_cycle,Stage_ajccStage III,3.0910948133956,0.196017295219755,5.75727430293475,8.54829456543583e-09,2.10504847994484,4.53902474761605
72,Cell_cycle,Stage_ajccStage IV,3.55606085550545,0.287751168507914,4.4088558790407,1.03918147662673e-05,2.02318196895474,6.25033684666109
73,Mismatch_Repair,Mismatch_Repair,27728.8637939402,3.54628165297888,2.88477627130482,0.00391691912725305,26.5663358572798,28942263.3001981
74,Mismatch_Repair,Age,1.01515546093707,0.00792691203794784,1.89755659936814,0.0577545162174844,0.999505424490032,1.03105054221807
75,Mismatch_Repair,GenderMALE,0.960946050599099,0.153612053078534,-0.259335186295527,0.795376633060557,0.711122122711427,1.29853548732406
76,Mismatch_Repair,Stage_ajccStage II,2.16993407350279,0.188526819319486,4.10921262562509,3.97010415836992e-05,1.49958890952557,3.13993645421003
77,Mismatch_Repair,Stage_ajccStage III,3.1302979284855,0.195984407609686,5.822545776777,5.7957917695786e-09,2.13188337872171,4.59629509704044
78,Mismatch_Repair,Stage_ajccStage IV,3.34159783265323,0.288571151245759,4.18076817587924,2.90525944955295e-05,1.89811259649269,5.88283123763346
79,Homologous_recombination,Homologous_recombination,12424.0571832918,2.91693153204108,3.23195449187273,0.0012294663458454,40.8664412656197,3777113.74206597
80,Homologous_recombination,Age,1.0167137473067,0.00800650881069241,2.07026684128783,0.0384273629307875,1.00088353087805,1.0327943382739
81,Homologous_recombination,GenderMALE,0.962302074625023,0.153349028891226,-0.250584376030278,0.80213546251134,0.712492819766685,1.29969770520756
82,Homologous_recombination,Stage_ajccStage II,2.10521533710763,0.189313167221687,3.9322027661389,8.41710212400903e-05,1.45262282934556,3.0509857934629
83,Homologous_recombination,Stage_ajccStage III,3.01571980521581,0.196815778146715,5.60848603422043,2.04104165351874e-08,2.05050623443849,4.43527836727662
84,Homologous_recombination,Stage_ajccStage IV,3.54772787935723,0.286657473762562,4.41749293319712,9.98523341523935e-06,2.02277238875952,6.22233780523734
85,Nucleotide_excision_repair,Nucleotide_excision_repair,486933766.30959,5.87333372572264,3.40584063539916,0.000659606702885095,4876.173618554,48625112910305.6
86,Nucleotide_excision_repair,Age,1.01336355398725,0.00780202854229039,1.70148689499217,0.0888515965973223,0.997985386433405,1.02897868697219
87,Nucleotide_excision_repair,GenderMALE,0.955626552525171,0.153461807219499,-0.29576139174247,0.767412309472573,0.707393852278983,1.290966983879
88,Nucleotide_excision_repair,Stage_ajccStage II,2.23468911414743,0.188177304652079,4.27310892278764,1.92766231401032e-05,1.54539784143575,3.23142384633428
89,Nucleotide_excision_repair,Stage_ajccStage III,3.19715203320427,0.195769360965234,5.93688623273645,2.90486088303838e-09,2.17833217604996,4.69248043792738
90,Nucleotide_excision_repair,Stage_ajccStage IV,3.17839206741995,0.289394168726682,3.99584910375133,6.44627860073718e-05,1.8024976414667,5.60454333023029
91,DNA_replication,DNA_replication,4940.5231521695,3.05628180445401,2.78286723869141,0.00538808489578472,12.3669085801206,1973716.29773015
92,DNA_replication,Age,1.01488968965895,0.00789492526027482,1.87207933722237,0.0611956281842675,0.999306397931101,1.03071598891841
93,DNA_replication,GenderMALE,0.969804717272694,0.153351446914595,-0.199936490779531,0.841530251070539,0.718044407413047,1.30983707962138
94,DNA_replication,Stage_ajccStage II,2.15602009520214,0.188583065129124,4.07387573784509,4.62371583094361e-05,1.48980905069763,3.12014660451871
95,DNA_replication,Stage_ajccStage III,3.13736224116583,0.195800920563882,5.83951491649279,5.23530293402197e-09,2.13746306864115,4.60501141596359
96,DNA_replication,Stage_ajccStage IV,3.4491702150176,0.287630572675551,4.3045969460442,1.67290023591559e-05,1.96283159387131,6.06102694154237
97,Base_excision_repair,Base_excision_repair,876352.420894044,5.63432620141874,2.42859981953581,0.0151572520716116,14.0194712096959,54780494507.9316
98,Base_excision_repair,Age,1.01411616524685,0.00790059667753732,1.77422801933582,0.0760254413095785,0.99853365119195,1.02994185061998
99,Base_excision_repair,GenderMALE,0.951735069328875,0.154684666748962,-0.319802682967791,0.74911791363186,0.702826689646252,1.28879516890053
100,Base_excision_repair,Stage_ajccStage II,2.15127237119967,0.188908428994214,4.05518944671404,5.00936862570858e-05,1.48558071613333,3.11526177260347
101,Base_excision_repair,Stage_ajccStage III,3.19751837280865,0.195397865660942,5.94875996477405,2.70181510846308e-09,2.18016861708091,4.68960229238521
102,Base_excision_repair,Stage_ajccStage IV,3.52596891874392,0.286283740417212,4.40177031089303,1.07371190594875e-05,2.01183944125212,6.17964662637814
103,TMEscoreA_CIR,TMEscoreA_CIR,2.70525741856579,1.64576787919901,0.60470075053048,0.545377849374665,0.107480193124807,68.0908499318292
104,TMEscoreA_CIR,Age,1.010424481245,0.00775710337691703,1.33690638340215,0.181253196911593,0.995178538519911,1.02590398886381
105,TMEscoreA_CIR,GenderMALE,1.01118158204355,0.154569769962533,0.0719385833800053,0.942650784481372,0.746894263589817,1.36898653759861
106,TMEscoreA_CIR,Stage_ajccStage II,2.22988549173803,0.188202631204144,4.26110001771095,2.03423163727774e-05,1.5419993539951,3.22463773631357
107,TMEscoreA_CIR,Stage_ajccStage III,3.28468395041528,0.194957213572396,6.10016123844132,1.05961523762672e-09,2.24153594419166,4.81328380304268
108,TMEscoreA_CIR,Stage_ajccStage IV,3.69722341732158,0.286906089796874,4.55752651020115,5.17595590860282e-06,2.1069818217637,6.48769764237866
109,TMEscoreB_CIR,TMEscoreB_CIR,0.301215504276392,1.9524832916779,-0.614565724825634,0.538841555682846,0.00656025213556721,13.8303800130749
110,TMEscoreB_CIR,Age,1.01085611842588,0.00779728434551387,1.38479159344749,0.166116202196301,0.995525258939706,1.02642306961387
111,TMEscoreB_CIR,GenderMALE,0.995086319538748,0.15370806026736,-0.0320464149541191,0.974435036107283,0.736248151630263,1.34492260678766
112,TMEscoreB_CIR,Stage_ajccStage II,2.24549981852554,0.187769387953051,4.30809378220356,1.6466756737499e-05,1.55411599954523,3.24446144076359
113,TMEscoreB_CIR,Stage_ajccStage III,3.28726819242053,0.194948710484442,6.10446142602998,1.03147897429641e-09,2.24333687070489,4.816990399442
114,TMEscoreB_CIR,Stage_ajccStage IV,3.62303152564058,0.286464698811906,4.49378621080854,6.9967873864086e-06,2.06648815056026,6.3520119543036
115,CD8_Rooney_et_al,CD8_Rooney_et_al,0.457287759537954,0.908009808858262,-0.861711413084676,0.388846343524407,0.0771418812935713,2.7107466335627
116,CD8_Rooney_et_al,Age,1.01051352406583,0.00776653166334926,1.34662958499291,0.178099560875493,0.995247846348416,1.02601335543353
117,CD8_Rooney_et_al,GenderMALE,0.99330200807188,0.153956282922417,-0.0436521590323487,0.965181674397052,0.734570507672025,1.34316429659895
118,CD8_Rooney_et_al,Stage_ajccStage II,2.25529655893608,0.187923893795431,4.3277172455588,1.50662712480452e-05,1.56042373964916,3.25960342662598
119,CD8_Rooney_et_al,Stage_ajccStage III,3.23240297585348,0.195984868391815,5.98630815550522,2.14657504962953e-09,2.20141983655168,4.74622278986682
120,CD8_Rooney_et_al,Stage_ajccStage IV,3.57944808092082,0.287433770442451,4.43653026303799,9.14204876687165e-06,2.03775514570603,6.28753095827349
121,B_cells_Rooney_et_al,B_cells_Rooney_et_al,0.0422895840884489,1.11729793279053,-2.83112889540135,0.00463840246249431,0.00473355785238276,0.377814949800127
122,B_cells_Rooney_et_al,Age,1.01309329346667,0.00782633191596877,1.66212184475216,0.0964883464067951,0.997671703252895,1.02875326414563
123,B_cells_Rooney_et_al,GenderMALE,0.953528303066455,0.154337273774312,-0.308325849463555,0.757834398493892,0.704630540819541,1.29034461618894
124,B_cells_Rooney_et_al,Stage_ajccStage II,2.25813130883424,0.188322456982534,4.32522828028353,1.52373985211274e-05,1.56116507207395,3.2662510192874
125,B_cells_Rooney_et_al,Stage_ajccStage III,3.13826759985177,0.195247399674352,5.8575475513726,4.69752339189467e-09,2.14040070415431,4.60134567754719
126,B_cells_Rooney_et_al,Stage_ajccStage IV,3.19376380330754,0.289233752809736,4.01474615481466,5.95098077603645e-05,1.81178465785491,5.62987835618063
127,Treg_Rooney_et_al,Treg_Rooney_et_al,0.169324558823901,1.53842306645634,-1.15438852816619,0.24834091624759,0.00830255697269627,3.45325016319614
128,Treg_Rooney_et_al,Age,1.00944392281756,0.00777620460879762,1.20876548884153,0.226752953749379,0.994175555027439,1.02494677942991
129,Treg_Rooney_et_al,GenderMALE,0.980387765297465,0.154628398657953,-0.128094883441253,0.898073885115084,0.724065660754001,1.32744890752596
130,Treg_Rooney_et_al,Stage_ajccStage II,2.27007390323554,0.18815705224388,4.35706436552901,1.31818512849987e-05,1.56993048548616,3.28246095848967
131,Treg_Rooney_et_al,Stage_ajccStage III,3.25360891579339,0.195084208631991,6.04746444710087,1.47143123459947e-09,2.21977711683423,4.7689341856211
132,Treg_Rooney_et_al,Stage_ajccStage IV,3.44374620054065,0.290746107277463,4.25305742596627,2.10871472024974e-05,1.94781453292736,6.08856115059106
133,Macrophages_Rooney_et_al,Macrophages_Rooney_et_al,0.238370425169855,1.85444099685561,-0.773240782215991,0.439379894613698,0.0062914294768242,9.03140690124041
134,Macrophages_Rooney_et_al,Age,1.01049062612243,0.00776244037223942,1.34442016214938,0.178812557597635,0.995233274848738,1.02598187910918
135,Macrophages_Rooney_et_al,GenderMALE,0.986842128733065,0.154788469015468,-0.0855697007110953,0.931808485418485,0.728603910368865,1.33660741204282
136,Macrophages_Rooney_et_al,Stage_ajccStage II,2.28990183129777,0.189211777656761,4.37873877873133,1.19368106803523e-05,1.58037265774434,3.31798349666788
137,Macrophages_Rooney_et_al,Stage_ajccStage III,3.3178466329352,0.19532643661781,6.14005962901251,8.24905099317072e-10,2.26252893838472,4.86539910845887
138,Macrophages_Rooney_et_al,Stage_ajccStage IV,3.5991927858285,0.287036951441007,4.46182830374745,8.12633268790953e-06,2.05058989846265,6.31729860723091
139,Neutrophils_Rooney_et_al,Neutrophils_Rooney_et_al,0.140292647765622,1.99184748482121,-0.986031667524687,0.324117573333592,0.0028285981883346,6.95822655132123
140,Neutrophils_Rooney_et_al,Age,1.01126852934039,0.007838553842747,1.42953823521992,0.152849593529414,0.99585086076654,1.02692489279679
141,Neutrophils_Rooney_et_al,GenderMALE,0.980677282230974,0.155057726292609,-0.125835984889874,0.899861756345318,0.723670282845964,1.32895871874379
142,Neutrophils_Rooney_et_al,Stage_ajccStage II,2.26387874672596,0.187920710912153,4.34800186653625,1.37383435421577e-05,1.56637146620962,3.27198693952181
143,Neutrophils_Rooney_et_al,Stage_ajccStage III,3.30152237428641,0.194984393634898,6.12553479470929,9.0379516921916e-10,2.25290681134507,4.8382160917726
144,Neutrophils_Rooney_et_al,Stage_ajccStage IV,3.59517419529424,0.286521107121583,4.46596223829437,7.97096696894719e-06,2.05037231577369,6.30386851942662
145,NK_cells_Rooney_et_al,NK_cells_Rooney_et_al,1.15206046731867,0.830574790014949,0.170426614905507,0.86467464264048,0.226197984633028,5.86761779735463
146,NK_cells_Rooney_et_al,Age,1.01024765646276,0.0077525658326266,1.31511365839013,0.188471706934936,0.995013230819753,1.02571533299881
147,NK_cells_Rooney_et_al,GenderMALE,0.997181293240905,0.154224059615076,-0.018302506112405,0.985397528213673,0.737052400796845,1.34911782461405
148,NK_cells_Rooney_et_al,Stage_ajccStage II,2.24761822590506,0.187811625280547,4.31214568355487,1.61677842918967e-05,1.55545338312819,3.24779112265063
149,NK_cells_Rooney_et_al,Stage_ajccStage III,3.30492447872379,0.196836457621129,6.07313115099049,1.25439923249056e-09,2.24705676318263,4.86081437239598
150,NK_cells_Rooney_et_al,Stage_ajccStage IV,3.67867148829341,0.289015784282134,4.50685308285476,6.57961568748803e-06,2.08775880860712,6.48189046694112
151,pDCs_Rooney_et_al,pDCs_Rooney_et_al,0.0691399546172914,1.29239814449244,-2.06718224740774,0.038716984347821,0.0054908274365952,0.870603452700263
152,pDCs_Rooney_et_al,Age,1.01165261357536,0.00779498582333704,1.48624320558617,0.137214803157315,0.996314162679675,1.02722720291482
153,pDCs_Rooney_et_al,GenderMALE,0.953312563003916,0.155652499483219,-0.307174322874741,0.758710688724158,0.702657471466216,1.29338245117456
154,pDCs_Rooney_et_al,Stage_ajccStage II,2.30615504170291,0.188547024038969,4.43168836998962,9.34980812725939e-06,1.59366481187116,3.33718297395758
155,pDCs_Rooney_et_al,Stage_ajccStage III,3.24666456827173,0.194924658897258,6.0414530892367,1.52732415619622e-09,2.21573210764615,4.75726771413217
156,pDCs_Rooney_et_al,Stage_ajccStage IV,3.42734331901672,0.287720451868794,4.28118825235885,1.85898011708599e-05,1.95006693031606,6.02373284926414
157,MHC_Class_I_Rooney_et_al,MHC_Class_I_Rooney_et_al,46.3680198909569,5.48183347856775,0.699877150613638,0.484004028153024,0.00100016910115786,2149629.76372616
158,MHC_Class_I_Rooney_et_al,Age,1.01014414766652,0.00776852691499334,1.29922200719877,0.193867751093883,0.994880159456301,1.0256423242198
159,MHC_Class_I_Rooney_et_al,GenderMALE,1.01603131929687,0.15516226893207,0.102500271942635,0.918359597008299,0.749605445078438,1.37715067115624
160,MHC_Class_I_Rooney_et_al,Stage_ajccStage II,2.21030022920645,0.189237892054855,4.19117095424312,2.77518448530659e-05,1.5253576447097,3.20280763018031
161,MHC_Class_I_Rooney_et_al,Stage_ajccStage III,3.27806772264319,0.194990792875427,6.08877025599584,1.13781257002447e-09,2.23687367121175,4.80390472315496
162,MHC_Class_I_Rooney_et_al,Stage_ajccStage IV,3.6727578944748,0.28660782103354,4.53910449842979,5.64936355469808e-06,2.09426329596107,6.4410003161693
163,Co_stimulation_APC_Rooney_et_al,Co_stimulation_APC_Rooney_et_al,0.272022788135855,1.68988119713137,-0.770391101158006,0.441067930516152,0.00991233120353656,7.46508523028405
164,Co_stimulation_APC_Rooney_et_al,Age,1.01080314474743,0.00776525432116981,1.38375476574067,0.166433558020807,0.995535584138086,1.02630484907869
165,Co_stimulation_APC_Rooney_et_al,GenderMALE,0.9805020118718,0.155854243920867,-0.126339719528651,0.899463016501882,0.722412274036002,1.33079714982353
166,Co_stimulation_APC_Rooney_et_al,Stage_ajccStage II,2.2803043998764,0.188674936033936,4.36893717893887,1.24852672320239e-05,1.57540575821343,3.30060248224078
167,Co_stimulation_APC_Rooney_et_al,Stage_ajccStage III,3.31250702227407,0.195250825374178,6.13418821122322,8.55951357098836e-10,2.25922249550859,4.85684911266115
168,Co_stimulation_APC_Rooney_et_al,Stage_ajccStage IV,3.59554077238015,0.287017385996676,4.4585954223236,8.24984691180936e-06,2.04858777157732,6.31064659528554
169,Co_stimulation_T_cell_Rooney_et_al,Co_stimulation_T_cell_Rooney_et_al,0.0889925807755507,1.23850857839828,-1.95331894909113,0.0507818135165655,0.00785476847157476,1.00826389240536
170,Co_stimulation_T_cell_Rooney_et_al,Age,1.01153105762448,0.00777630938710844,1.4743602788965,0.14038461322377,0.996230916240048,1.02706617899455
171,Co_stimulation_T_cell_Rooney_et_al,GenderMALE,0.944288239108998,0.156981580747839,-0.36516272247058,0.714989942897242,0.694195216734749,1.28448058561066
172,Co_stimulation_T_cell_Rooney_et_al,Stage_ajccStage II,2.30425973655721,0.188804712334093,4.42128514188451,9.81155955169131e-06,1.59155103279761,3.33612483929311
173,Co_stimulation_T_cell_Rooney_et_al,Stage_ajccStage III,3.26232416057854,0.19494434334105,6.06552544069967,1.31522948243105e-09,2.22633332229511,4.78039780571712
174,Co_stimulation_T_cell_Rooney_et_al,Stage_ajccStage IV,3.46485332610657,0.287699225178724,4.31933836751204,1.56497678536381e-05,1.97149114315871,6.0894052773664
175,Co_inhibition_APC_Rooney_et_al,Co_inhibition_APC_Rooney_et_al,0.76011160734335,1.09728730908032,-0.24997099888611,0.802609776327639,0.0884839931926783,6.52965168920404
176,Co_inhibition_APC_Rooney_et_al,Age,1.01030690348049,0.00775633057013483,1.32203616581884,0.186156108234565,0.995064242041549,1.02578305610313
177,Co_inhibition_APC_Rooney_et_al,GenderMALE,0.992056757413662,0.156611461730378,-0.0509219319654742,0.959387728998401,0.729841579512647,1.34847977637461
178,Co_inhibition_APC_Rooney_et_al,Stage_ajccStage II,2.25727970009079,0.188113444001546,4.32802886621809,1.50449754875185e-05,1.56121574351251,3.26368195146319
179,Co_inhibition_APC_Rooney_et_al,Stage_ajccStage III,3.29406221276012,0.19502082262607,6.11279094311811,9.79035914013284e-10,2.24765562750658,4.82762827576543
180,Co_inhibition_APC_Rooney_et_al,Stage_ajccStage IV,3.63647729344168,0.286991498159725,4.49844488356607,6.84523373966317e-06,2.07201680785056,6.38217173510045
181,Co_inhibition_T_cell_Rooney_et_al,Co_inhibition_T_cell_Rooney_et_al,0.210105057970682,1.12772210406114,-1.38345040120412,0.166526805470853,0.0230418694795729,1.91582264728991
182,Co_inhibition_T_cell_Rooney_et_al,Age,1.01078756335702,0.00775570636753306,1.38347072276809,0.166520578377479,0.995538868081905,1.02626982330254
183,Co_inhibition_T_cell_Rooney_et_al,GenderMALE,0.960836166420322,0.156827851420049,-0.254746631907992,0.798918797060416,0.706573316858799,1.30659638097513
184,Co_inhibition_T_cell_Rooney_et_al,Stage_ajccStage II,2.26277424942405,0.18807058713528,4.34194212343073,1.41228740572233e-05,1.5651474348466,3.27135143300951
185,Co_inhibition_T_cell_Rooney_et_al,Stage_ajccStage III,3.24105328547031,0.195149908587448,6.02561576171961,1.68466985267826e-09,2.21092631034399,4.75114269983225
186,Co_inhibition_T_cell_Rooney_et_al,Stage_ajccStage IV,3.48786248216865,0.288614513710734,4.32857330431365,1.50078381357819e-05,1.98102626680932,6.14084976980804
187,Type_I_IFN_Reponse_Rooney_et_al,Type_I_IFN_Reponse_Rooney_et_al,2.56695173541232,1.72151889589376,0.547608917925825,0.583960464680766,0.0879140246322624,74.9509676015698
188,Type_I_IFN_Reponse_Rooney_et_al,Age,1.01015123261584,0.0077556581741651,1.30228211202156,0.192819964295819,0.994912230974065,1.02562364898889
189,Type_I_IFN_Reponse_Rooney_et_al,GenderMALE,1.01836491845359,0.157189143268836,0.115773389820102,0.907832140520713,0.748348321002706,1.38580802285683
190,Type_I_IFN_Reponse_Rooney_et_al,Stage_ajccStage II,2.2307290644276,0.188414626796446,4.25831306413494,2.05975358672642e-05,1.54194188147874,3.22719826126641
